customer_id,treated,converted,tenure_months,avg_workouts_week,streak_active,support_tickets_30d,plan_type
C01766,1,1,60.0,2.5,1,1,monthly
C01767,0,1,60.0,3.8,0,1,annual
C01768,1,0,60.0,0.6,1,1,monthly
C01769,1,1,53.7,4.5,1,0,annual
C01770,1,1,60.0,3.1,1,1,monthly
C01771,0,1,60.0,1.4,1,2,monthly
C01772,1,1,60.0,1.6,0,1,monthly
C01773,0,0,49.1,0.6,1,1,monthly
C01774,0,0,60.0,2.5,1,2,annual
C01775,0,1,60.0,2.5,1,0,monthly
C01776,0,1,60.0,2.0,0,3,annual
C01777,0,1,60.0,1.7,0,0,annual
C01778,1,1,60.0,7.1,1,2,annual
C01779,1,1,60.0,3.7,1,0,monthly
C01780,1,0,60.0,1.5,0,2,monthly
C01781,0,1,60.0,2.1,1,3,monthly
C01782,0,0,60.0,1.9,1,1,monthly
C01783,0,1,57.7,1.5,1,1,annual
C01784,0,1,60.0,3.0,0,1,monthly
C01785,0,1,60.0,3.4,1,1,annual
C01786,1,1,60.0,2.1,1,0,annual
C01787,0,1,60.0,0.8,0,0,annual
C01788,1,0,60.0,4.4,0,0,monthly
C01789,0,0,52.1,0.7,0,1,monthly
C01790,0,0,60.0,2.0,1,0,monthly
C01791,1,0,60.0,2.4,0,0,annual
C01792,0,0,60.0,1.2,0,1,monthly
C01793,1,1,60.0,1.0,1,0,monthly
C01794,0,1,60.0,1.9,0,1,monthly
C01795,0,0,60.0,4.7,0,1,monthly
C01796,1,1,60.0,3.4,1,0,monthly
C01797,0,1,56.8,6.5,1,2,monthly
C01798,0,1,60.0,2.9,0,0,annual
C01799,1,0,51.3,7.3,0,1,monthly
C01800,1,1,60.0,5.7,1,2,annual
C01801,1,0,59.5,2.7,1,1,annual
C01802,0,1,60.0,4.8,0,1,monthly
C01803,0,1,57.5,7.8,0,1,annual
C01804,0,1,60.0,4.1,0,1,monthly
C01805,0,0,57.1,1.3,1,2,annual
C01806,0,1,60.0,1.6,1,0,annual
C01807,1,1,50.5,4.9,1,0,annual
C01808,0,0,60.0,1.0,1,0,monthly
C01809,1,0,60.0,4.8,1,1,monthly
C01810,1,1,58.1,3.9,1,1,annual
C01811,1,1,60.0,1.8,0,0,monthly
C01812,1,1,60.0,6.0,1,2,annual
C01813,0,0,60.0,0.5,0,1,annual
C01814,0,0,60.0,5.5,0,0,monthly
C01815,0,1,60.0,5.7,0,1,monthly
C01816,1,1,60.0,2.4,0,1,monthly
C01817,0,0,60.0,1.5,1,0,annual
C01818,0,1,60.0,0.7,1,1,monthly
C01819,1,0,50.5,1.3,1,1,monthly
C01820,0,0,57.3,1.0,0,2,monthly
C01821,0,0,51.9,3.0,1,2,monthly
C01822,0,1,60.0,4.5,0,1,monthly
C01823,0,1,56.2,1.1,1,0,monthly
C01824,0,1,60.0,4.1,1,0,monthly
C01825,1,0,60.0,2.1,0,0,monthly
C01826,0,1,60.0,1.9,1,0,annual
C01827,1,1,52.8,5.2,0,1,monthly
C01828,0,1,60.0,7.2,1,1,monthly
C01829,0,1,60.0,3.9,1,0,annual
C01830,1,0,60.0,0.8,1,0,annual
C01831,1,0,60.0,3.0,0,2,monthly
C01832,0,0,60.0,1.5,1,3,annual
C01833,0,0,60.0,8.2,1,0,monthly
C01834,1,1,60.0,4.2,0,0,monthly
C01835,0,0,60.0,1.3,1,0,monthly
C01836,1,1,60.0,2.1,0,1,annual
C01837,0,0,60.0,2.5,0,1,monthly
C01838,0,1,60.0,1.0,0,0,monthly
C01839,0,0,60.0,2.8,1,3,monthly
C01840,0,0,60.0,5.0,0,1,monthly
C01841,0,0,56.9,0.6,1,1,monthly
C01842,1,0,48.9,1.8,0,1,monthly
C01843,1,1,60.0,6.0,0,3,monthly
C01844,0,1,60.0,7.8,0,1,annual
C01845,0,0,60.0,3.6,1,0,monthly
C01846,1,0,60.0,1.2,0,2,monthly
C01847,1,0,60.0,4.1,0,0,monthly
C01848,1,1,60.0,4.5,1,0,annual
C01849,1,0,60.0,2.9,1,1,annual
C01850,1,0,53.7,1.8,0,0,annual
C01851,1,1,60.0,3.9,1,0,monthly
C01852,1,1,60.0,2.3,0,0,monthly
C01853,1,1,60.0,4.1,1,2,monthly
C01854,0,1,41.9,1.2,0,0,annual
C01855,0,0,60.0,1.3,0,2,monthly
C01856,0,1,60.0,4.0,0,0,monthly
C01857,0,0,60.0,1.2,0,3,annual
C01858,0,0,54.6,2.4,1,1,monthly
C01859,0,0,54.4,2.2,0,2,annual
C01860,0,1,39.0,1.1,0,1,annual
C01861,1,1,60.0,1.5,1,3,monthly
C01862,0,0,52.6,0.4,1,0,monthly
C01863,1,0,56.3,2.8,0,0,monthly
C01864,0,1,60.0,1.0,0,0,monthly
C01865,0,1,60.0,1.4,0,0,monthly
C01866,0,1,59.9,3.5,0,1,annual
C01867,1,0,60.0,6.1,0,1,monthly
C01868,0,0,53.2,2.0,0,1,annual
C01869,0,1,60.0,1.3,1,0,annual
C01870,1,1,57.3,1.8,1,0,annual
C01871,0,1,58.2,0.9,1,0,monthly
C01872,0,0,60.0,3.9,0,2,monthly
C01873,1,0,60.0,0.5,1,4,annual
C01874,0,0,50.4,3.3,1,0,annual
C01875,0,1,60.0,3.2,1,0,annual
C01876,0,1,47.7,5.4,1,1,annual
C01877,1,0,60.0,2.3,1,0,monthly
C01878,1,0,60.0,0.9,0,1,monthly
C01879,1,0,60.0,3.3,0,1,monthly
C01880,1,1,60.0,4.1,0,0,monthly
C01881,1,1,60.0,5.1,0,0,monthly
C01882,0,1,45.3,2.0,0,0,monthly
C01883,1,1,40.7,4.0,1,0,monthly
C01884,0,1,60.0,3.2,1,1,monthly
C01885,1,1,60.0,1.9,1,1,monthly
C01886,0,0,45.6,1.3,0,0,annual
C01887,1,0,53.8,1.7,0,1,annual
C01888,0,1,47.2,2.0,1,1,annual
C01889,1,1,60.0,0.8,1,0,monthly
C01890,0,0,60.0,4.0,1,0,monthly
C01891,0,1,60.0,5.1,0,1,annual
C01892,1,0,60.0,9.0,1,2,monthly
C01893,1,0,60.0,1.2,0,1,monthly
C01894,0,1,60.0,3.1,1,2,monthly
C01895,1,0,55.2,4.5,1,1,monthly
C01896,1,0,38.4,6.3,0,0,monthly
C01897,0,0,60.0,1.4,1,3,monthly
C01898,1,0,60.0,4.1,1,1,monthly
C01899,1,0,60.0,2.5,1,0,monthly
C01900,1,0,60.0,0.7,1,1,annual
C01901,1,0,60.0,4.9,0,0,monthly
C01902,1,0,60.0,3.6,0,1,monthly
C01903,0,0,51.2,1.4,1,1,annual
C01904,1,0,60.0,2.9,1,1,annual
C01905,1,0,60.0,1.9,1,1,monthly
C01906,1,1,55.5,1.1,1,1,monthly
C01907,0,0,60.0,1.9,0,0,monthly
C01908,1,1,60.0,0.6,0,1,annual
C01909,1,1,60.0,6.2,1,1,annual
C01910,1,1,60.0,5.9,1,0,monthly
C01911,0,1,53.7,1.2,1,0,annual
C01912,0,1,52.3,5.1,1,0,monthly
C01913,1,1,60.0,1.4,1,1,monthly
C01914,0,1,60.0,5.0,1,1,annual
C01915,1,1,58.3,5.6,0,0,monthly
C01916,1,1,60.0,4.8,0,0,monthly
C01917,0,0,51.1,0.4,1,0,annual
C01918,0,0,60.0,1.8,1,3,monthly
C01919,1,1,60.0,4.9,0,2,monthly
C01920,1,0,60.0,4.6,0,1,monthly
C01921,0,0,60.0,1.3,0,1,monthly
C01922,1,1,60.0,2.8,0,1,monthly
C01923,1,0,60.0,4.8,0,1,monthly
C01924,0,0,60.0,4.8,1,1,annual
C01925,0,0,57.8,5.0,0,1,annual
C01926,1,1,60.0,3.9,1,0,monthly
C01927,1,1,58.1,4.6,0,2,monthly
C01928,1,1,55.9,4.5,0,0,monthly
C01929,0,1,42.0,4.2,1,1,monthly
C01930,0,1,60.0,2.2,1,0,monthly
C01931,1,1,60.0,1.9,0,1,annual
C01932,1,1,60.0,5.2,1,2,annual
C01933,0,0,60.0,1.1,0,2,monthly
C01934,0,1,53.3,2.0,0,0,monthly
C01935,0,1,57.8,2.2,1,1,monthly
C01936,0,1,60.0,3.4,1,0,monthly
C01937,1,0,60.0,3.2,0,2,monthly
C01938,1,0,60.0,8.7,0,1,monthly
C01939,0,1,60.0,2.7,1,0,annual
C01940,0,1,60.0,2.1,0,1,annual
C01941,1,1,60.0,2.6,1,1,annual
C01942,1,1,58.1,1.7,0,1,annual
C01943,0,0,50.9,1.3,1,0,monthly
C01944,1,1,60.0,2.1,0,1,monthly
C01945,1,1,60.0,6.1,1,0,monthly
C01946,0,1,60.0,4.2,0,0,monthly
C01947,0,1,57.2,2.8,1,3,annual
C01948,0,0,59.0,3.9,0,0,monthly
C01949,0,1,60.0,2.1,0,1,annual
C01950,1,0,60.0,0.9,0,0,annual
C01951,0,1,60.0,6.7,1,0,annual
C01952,0,1,60.0,2.2,0,0,annual
C01953,1,0,60.0,7.2,0,1,monthly
C01954,1,1,60.0,1.3,0,1,monthly
C01955,1,1,60.0,0.5,1,0,monthly
C01956,0,1,60.0,1.6,0,0,annual
C01957,1,1,60.0,1.8,0,0,monthly
C01958,0,0,60.0,2.1,1,2,monthly
C01959,1,1,60.0,2.4,1,1,monthly
C01960,0,1,60.0,2.1,0,0,monthly
C01961,1,0,58.6,4.6,1,0,monthly
C01962,1,0,60.0,2.1,0,0,annual
C01963,0,0,60.0,3.7,0,0,monthly
C01964,1,1,60.0,2.3,1,0,monthly
C01965,0,1,60.0,2.4,1,0,monthly
C01966,0,1,60.0,3.0,0,0,monthly
C01967,0,0,60.0,1.1,0,1,monthly
C01968,1,0,60.0,2.4,0,0,annual
C01969,0,1,60.0,0.7,1,1,annual
C01970,1,0,59.8,3.2,1,0,monthly
C01971,0,0,60.0,1.2,0,0,annual
C01972,1,1,43.6,3.1,1,1,annual
C01973,1,0,50.6,2.3,0,2,monthly
C01974,0,1,60.0,4.3,1,1,monthly
C01975,1,1,60.0,4.2,0,0,monthly
C01976,0,0,60.0,2.0,1,0,monthly
C01977,1,0,60.0,3.8,0,0,monthly
C01978,0,0,57.7,0.7,1,2,monthly
C01979,0,0,42.2,4.3,0,4,annual
C01980,0,1,43.3,0.7,0,0,monthly
C01981,1,1,57.9,3.3,1,0,annual
C01982,0,0,60.0,2.8,0,0,monthly
C01983,0,1,60.0,0.2,0,0,monthly
C01984,1,1,60.0,2.6,1,3,monthly
C01985,0,0,60.0,5.3,1,1,annual
C01986,1,0,60.0,2.8,0,1,monthly
C01987,0,0,60.0,2.3,0,1,annual
C01988,0,1,60.0,5.4,0,2,monthly
C01989,0,1,59.2,2.8,1,0,monthly
C01990,1,1,60.0,3.0,0,0,monthly
C01991,0,0,60.0,1.9,0,1,monthly
C01992,1,0,60.0,2.3,1,2,monthly
C01993,1,1,60.0,1.4,0,0,monthly
C01994,0,1,60.0,2.0,0,1,monthly
C01995,0,1,60.0,1.9,1,0,monthly
C01996,1,0,60.0,1.2,0,0,annual
C01997,1,1,36.5,2.7,1,0,monthly
C01998,1,1,60.0,9.8,1,0,annual
C01999,1,1,58.7,3.0,0,0,annual
C02000,1,0,60.0,3.9,0,1,monthly
C02001,0,1,60.0,3.4,1,1,monthly
C02002,1,1,60.0,1.8,1,2,annual
C02003,1,1,60.0,4.5,0,1,annual
C02004,1,1,60.0,1.9,0,0,annual
C02005,1,0,60.0,5.8,1,1,monthly
C02006,0,0,60.0,2.8,0,1,monthly
C02007,1,1,60.0,2.8,1,1,monthly
C02008,1,0,60.0,2.3,1,0,monthly
C02009,0,0,60.0,3.1,0,1,monthly
C02010,1,1,52.9,5.2,1,1,annual
C02011,0,1,54.7,2.2,1,0,monthly
C02012,0,0,60.0,3.8,0,0,monthly
C02013,0,0,60.0,1.6,1,1,monthly
C02014,1,0,60.0,3.5,1,0,monthly
C02015,1,0,55.7,2.9,0,2,monthly
C02016,0,0,60.0,1.6,0,0,monthly
C02017,0,1,58.4,3.7,1,0,annual
C02018,1,1,56.6,2.8,1,0,monthly
C02019,1,0,60.0,2.5,1,0,monthly
C02020,0,0,57.7,0.9,1,0,monthly
C02021,1,0,55.5,2.3,0,0,monthly
C02022,1,0,60.0,5.9,1,0,monthly
C02023,0,0,60.0,4.3,0,0,monthly
C02024,0,0,45.6,2.8,0,0,monthly
C02025,1,1,60.0,8.5,0,0,monthly
C02026,0,1,54.5,6.2,1,0,annual
C02027,0,1,60.0,8.8,0,0,monthly
C02028,0,0,60.0,1.5,0,0,monthly
C02029,1,1,60.0,2.1,0,2,monthly
C02030,1,0,60.0,0.7,0,1,annual
C02031,0,0,60.0,1.0,1,1,annual
C02032,0,0,60.0,1.3,1,1,monthly
C02033,1,1,60.0,5.2,1,0,monthly
C02034,0,1,51.7,5.2,1,0,monthly
C02035,1,1,60.0,3.6,1,1,annual
C02036,0,0,60.0,0.3,1,0,monthly
C02037,0,0,60.0,1.6,1,0,monthly
C02038,1,1,48.8,1.5,0,1,annual
C02039,1,1,60.0,1.1,0,1,monthly
C02040,1,0,60.0,5.3,0,1,monthly
C02041,0,1,60.0,2.8,0,0,annual
C02042,1,1,60.0,1.2,0,3,annual
C02043,0,1,60.0,2.7,1,0,monthly
C02044,0,1,39.6,3.0,1,2,annual
C02045,0,1,60.0,3.4,0,0,annual
C02046,1,1,60.0,2.6,0,0,annual
C02047,1,1,55.0,2.4,1,0,monthly
C02048,0,1,60.0,1.0,0,0,monthly
C02049,0,0,60.0,2.3,0,2,monthly
C02050,0,1,53.0,2.4,1,0,annual
C02051,1,1,55.5,1.8,1,0,monthly
C02052,0,1,60.0,1.8,1,1,monthly
C02053,1,1,60.0,1.9,1,2,monthly
C02054,1,0,60.0,2.8,1,0,monthly
C02055,1,0,60.0,1.0,0,0,annual
C02056,0,0,60.0,1.4,0,0,monthly
C02057,0,0,60.0,3.0,0,0,annual
C02058,0,0,60.0,3.3,0,6,monthly
C02059,1,1,60.0,4.8,1,0,monthly
C02060,1,0,60.0,9.6,1,0,annual
C02061,1,0,56.4,3.6,1,0,monthly
C02062,1,1,60.0,1.2,1,0,monthly
C02063,1,1,60.0,4.9,1,1,annual
C02064,1,1,60.0,1.6,1,0,monthly
C02065,0,0,60.0,1.5,0,0,monthly
C02066,0,0,60.0,1.0,0,0,annual
C02067,0,0,60.0,3.7,1,0,monthly
C02068,0,0,60.0,2.5,0,0,monthly
C02069,0,1,55.4,4.8,1,0,monthly
C02070,1,0,51.6,1.5,1,0,monthly
C02071,1,0,60.0,0.9,0,1,monthly
C02072,1,0,60.0,5.0,1,1,monthly
C02073,0,1,60.0,5.4,0,0,annual
C02074,1,1,60.0,1.6,1,1,monthly
C02075,1,1,60.0,1.9,0,0,annual
C02076,1,1,60.0,3.3,0,2,monthly
C02077,0,0,60.0,1.3,0,2,monthly
C02078,1,1,60.0,0.7,1,2,monthly
C02079,0,0,56.7,2.1,1,1,annual
C02080,1,1,60.0,2.4,1,1,annual
C02081,1,0,60.0,3.7,1,0,annual
C02082,0,0,60.0,3.2,1,3,monthly
C02083,1,1,60.0,3.1,0,0,monthly
C02084,1,1,35.7,2.4,1,1,monthly
C02085,0,1,60.0,0.9,0,0,monthly
C02086,0,0,60.0,2.0,1,1,annual
C02087,1,1,60.0,3.5,0,0,monthly
C02088,1,1,60.0,2.7,0,0,annual
C02089,1,1,60.0,11.4,1,0,annual
C02090,0,0,60.0,3.6,0,0,monthly
C02091,1,1,60.0,1.3,1,0,annual
C02092,1,0,42.2,3.4,1,0,monthly
C02093,0,0,60.0,5.1,0,1,annual
C02094,0,0,56.0,0.8,1,1,annual
C02095,1,0,55.8,6.6,1,2,monthly
C02096,1,1,60.0,4.9,0,1,monthly
C02097,1,1,58.9,6.3,1,0,annual
C02098,1,1,48.8,5.8,0,2,monthly
C02099,1,0,60.0,2.7,0,1,annual
C02100,0,0,30.7,1.6,0,1,monthly
C02101,1,1,60.0,3.6,1,1,monthly
C02102,0,1,60.0,2.3,1,2,annual
C02103,0,0,60.0,1.5,0,1,monthly
C02104,1,0,60.0,1.4,0,0,monthly
C02105,0,0,47.4,5.9,1,0,annual
C02106,1,1,60.0,2.0,1,0,monthly
C02107,0,0,60.0,1.8,1,0,monthly
C02108,0,1,56.3,2.0,0,1,monthly
C02109,0,1,46.2,4.0,0,0,annual
C02110,0,1,60.0,6.9,1,2,monthly
C02111,0,0,60.0,1.4,0,1,annual
C02112,1,0,48.6,6.0,0,0,monthly
C02113,1,1,49.0,3.9,1,0,monthly
C02114,0,0,60.0,1.4,1,1,monthly
C02115,0,0,60.0,3.6,1,0,annual
C02116,1,0,60.0,2.2,0,1,monthly
C02117,0,0,60.0,6.8,1,2,monthly
C02118,0,0,60.0,1.4,1,1,monthly
C02119,1,1,60.0,3.9,1,1,monthly
C02120,1,0,60.0,0.9,0,2,monthly
C02121,0,1,60.0,2.4,1,3,monthly
C02122,1,0,60.0,6.0,1,1,monthly
C02123,0,0,50.8,6.2,1,2,annual
C02124,0,0,60.0,1.3,1,1,monthly
C02125,1,0,60.0,0.7,0,0,monthly
C02126,1,1,60.0,2.2,0,0,monthly
C02127,0,0,60.0,3.8,0,1,monthly
C02128,1,0,60.0,1.7,0,1,monthly
C02129,1,1,56.5,1.7,1,0,monthly
C02130,0,1,60.0,4.1,1,0,annual
C02131,0,0,60.0,1.0,0,0,monthly
C02132,0,1,60.0,2.5,1,0,monthly
C02133,1,1,47.3,3.5,0,1,monthly
C02134,0,0,60.0,1.5,0,0,annual
C02135,0,0,60.0,1.5,0,1,monthly
C02136,0,0,60.0,7.7,1,2,monthly
C02137,0,0,60.0,5.0,1,1,monthly
C02138,1,1,55.0,1.6,1,0,annual
C02139,0,0,60.0,1.0,0,0,monthly
C02140,0,0,53.5,1.8,0,0,monthly
C02141,0,1,56.2,3.5,1,0,monthly
C02142,1,0,60.0,2.4,1,1,annual
C02143,0,1,60.0,1.3,1,1,monthly
C02144,1,0,60.0,3.7,0,0,annual
C02145,0,0,60.0,1.1,1,0,annual
C02146,1,1,54.3,3.3,0,0,monthly
C02147,0,1,60.0,8.0,1,1,monthly
C02148,1,1,60.0,2.9,0,1,monthly
C02149,1,1,57.2,3.0,1,1,monthly
C02150,0,1,60.0,1.4,1,1,monthly
C02151,0,0,60.0,2.2,0,0,monthly
C02152,0,0,60.0,1.8,0,0,monthly
C02153,0,0,60.0,3.0,0,2,monthly
C02154,0,0,60.0,1.7,0,1,annual
C02155,0,1,60.0,1.8,0,1,monthly
C02156,1,1,60.0,4.8,0,0,monthly
C02157,0,1,60.0,2.6,1,1,monthly
C02158,0,1,52.2,4.0,0,0,annual
C02159,0,0,60.0,8.7,0,1,monthly
C02160,0,0,60.0,3.1,1,0,monthly
C02161,1,0,60.0,7.5,0,0,annual
C02162,0,1,60.0,2.7,1,2,monthly
C02163,1,0,54.8,4.0,1,1,monthly
C02164,1,1,56.4,4.9,1,2,annual
C02165,1,1,60.0,2.2,0,0,monthly
C02166,1,0,60.0,3.6,1,0,monthly
C02167,1,1,58.5,2.1,0,2,monthly
C02168,0,1,60.0,3.4,1,2,annual
C02169,0,0,60.0,1.6,0,1,annual
C02170,0,1,60.0,1.2,1,1,monthly
C02171,0,1,55.0,1.5,0,2,monthly
C02172,0,0,60.0,2.2,1,0,monthly
C02173,0,0,60.0,2.7,1,2,monthly
C02174,1,1,60.0,4.8,0,0,annual
C02175,0,1,60.0,7.5,0,1,annual
C02176,1,0,60.0,1.9,0,0,monthly
C02177,1,0,60.0,1.2,0,0,annual
C02178,1,1,60.0,5.7,0,1,monthly
C02179,1,0,45.8,4.5,1,2,monthly
C02180,0,1,60.0,2.2,1,1,annual
C02181,1,0,60.0,2.7,1,1,monthly
C02182,0,0,58.0,1.7,0,1,monthly
C02183,1,0,60.0,5.7,1,0,monthly
C02184,0,1,60.0,3.1,1,0,monthly
C02185,1,1,60.0,1.9,0,0,monthly
C02186,1,1,60.0,3.3,1,1,annual
C02187,1,1,60.0,3.4,0,1,monthly
C02188,1,1,60.0,6.2,1,0,monthly
C02189,0,0,60.0,4.6,1,1,monthly
C02190,0,1,60.0,0.9,1,1,annual
C02191,1,1,60.0,5.1,1,1,monthly
C02192,0,1,60.0,1.7,1,0,annual
C02193,0,0,60.0,5.3,1,0,monthly
C02194,1,0,56.1,0.7,0,0,monthly
C02195,0,0,60.0,4.9,0,2,annual
C02196,1,1,60.0,3.3,1,2,monthly
C02197,0,1,60.0,3.9,1,1,monthly
C02198,1,1,54.3,4.9,0,1,annual
C02199,0,0,60.0,2.5,1,1,monthly
C02200,0,1,60.0,1.9,0,1,annual
C02201,1,0,60.0,2.7,1,0,monthly
C02202,1,0,60.0,1.6,0,1,annual
C02203,0,1,60.0,2.6,0,2,annual
C02204,0,1,60.0,1.6,0,0,monthly
C02205,1,0,60.0,3.8,0,0,monthly
C02206,0,1,60.0,2.5,0,0,monthly
C02207,1,1,60.0,4.8,0,1,annual
C02208,0,0,41.2,1.6,0,0,annual
C02209,1,0,60.0,1.8,0,1,monthly
C02210,1,0,60.0,4.7,0,0,monthly
C02211,1,1,60.0,1.3,1,1,monthly
C02212,0,0,60.0,1.0,1,1,annual
C02213,1,1,55.1,1.8,0,0,annual
C02214,0,1,54.6,3.9,0,1,monthly
C02215,1,1,60.0,2.5,1,0,annual
C02216,0,0,60.0,5.2,0,1,monthly
C02217,0,1,60.0,3.4,1,0,annual
C02218,0,1,60.0,5.5,0,0,monthly
C02219,1,0,55.4,3.7,0,1,annual
C02220,1,1,60.0,0.6,0,1,annual
C02221,0,0,60.0,2.9,0,0,monthly
C02222,0,0,60.0,1.5,1,1,annual
C02223,0,0,60.0,3.0,0,0,monthly
C02224,1,1,60.0,0.9,1,2,annual
C02225,0,0,60.0,8.6,0,0,annual
C02226,0,1,60.0,1.2,1,0,monthly
C02227,1,1,60.0,4.1,0,3,monthly
C02228,0,0,60.0,2.6,0,0,annual
C02229,0,0,60.0,1.2,1,0,monthly
C02230,1,1,60.0,2.6,0,0,monthly
C02231,0,1,60.0,5.7,1,1,annual
C02232,1,1,60.0,2.1,0,2,monthly
C02233,0,0,41.7,3.3,1,1,annual
C02234,0,0,52.5,5.3,0,0,monthly
C02235,0,1,60.0,3.5,1,0,monthly
C02236,1,1,60.0,3.6,1,0,monthly
C02237,1,1,60.0,0.9,1,0,monthly
C02238,0,0,60.0,3.3,0,1,annual
C02239,0,1,60.0,2.8,1,0,annual
C02240,1,1,60.0,6.1,1,3,monthly
C02241,1,1,60.0,9.4,1,0,annual
C02242,0,0,60.0,3.2,1,2,annual
C02243,0,0,60.0,8.3,0,1,annual
C02244,1,0,57.5,2.1,0,1,annual
C02245,1,0,53.4,5.6,1,1,monthly
C02246,0,0,60.0,9.2,1,0,monthly
C02247,1,1,60.0,3.0,0,0,annual
C02248,1,0,60.0,3.7,0,2,annual
C02249,1,1,60.0,3.3,1,2,monthly
C02250,1,1,60.0,1.5,0,1,annual
C02251,0,0,60.0,3.8,0,0,monthly
C02252,0,0,51.2,5.6,1,2,monthly
C02253,1,1,60.0,3.4,1,0,monthly
C02254,1,1,60.0,5.5,1,1,monthly
C02255,1,1,60.0,2.9,0,3,annual
C02256,1,1,60.0,3.1,0,0,monthly
C02257,1,1,60.0,0.7,1,1,monthly
C02258,0,0,50.5,0.9,1,1,monthly
C02259,0,0,60.0,6.3,0,0,monthly
C02260,0,0,56.4,3.9,1,2,monthly
C02261,0,1,59.1,1.2,1,2,annual
C02262,0,1,60.0,1.4,0,0,monthly
C02263,1,0,60.0,1.2,0,0,annual
C02264,0,0,60.0,2.8,0,1,monthly
C02265,1,0,60.0,4.2,1,0,annual
C02266,1,1,60.0,2.0,0,0,monthly
C02267,1,0,48.5,2.7,1,0,monthly
C02268,1,1,44.9,2.8,1,1,monthly
C02269,0,1,60.0,1.9,1,0,annual
C02270,1,0,60.0,3.6,0,1,monthly
C02271,0,0,53.5,2.8,1,0,monthly
C02272,0,0,54.8,3.6,1,1,monthly
C02273,1,1,60.0,4.2,1,0,monthly
C02274,1,1,60.0,0.5,1,1,monthly
C02275,0,0,60.0,3.3,1,4,monthly
C02276,1,1,60.0,2.9,1,2,annual
C02277,0,1,60.0,3.7,0,0,annual
C02278,0,1,60.0,5.7,1,0,monthly
C02279,0,1,53.1,2.8,1,3,annual
C02280,0,1,53.3,0.6,1,0,monthly
C02281,0,0,58.5,1.7,0,0,monthly
C02282,1,0,60.0,8.7,0,3,monthly
C02283,1,0,60.0,2.0,1,0,annual
C02284,0,1,60.0,1.9,0,0,annual
C02285,0,1,60.0,1.5,1,0,annual
C02286,0,1,60.0,1.7,1,1,monthly
C02287,0,1,60.0,2.5,1,1,monthly
C02288,1,0,60.0,0.3,0,0,annual
C02289,0,0,60.0,2.4,0,0,monthly
C02290,0,0,60.0,1.6,1,1,monthly
C02291,0,0,60.0,1.8,1,1,monthly
C02292,0,1,60.0,3.2,1,1,annual
C02293,1,1,60.0,1.8,1,1,annual
C02294,1,0,60.0,3.5,1,0,monthly
C02295,0,1,54.2,1.8,0,0,annual
C02296,0,1,44.9,4.1,1,1,annual
C02297,0,1,60.0,0.5,0,1,monthly
C02298,0,0,60.0,2.3,0,0,monthly
C02299,0,1,60.0,1.7,1,0,monthly
C02300,1,1,42.6,2.2,1,0,monthly
C02301,0,1,60.0,2.8,1,1,annual
C02302,0,1,51.3,2.3,0,2,annual
C02303,0,1,60.0,1.2,0,0,monthly
C02304,1,1,60.0,1.2,0,1,annual
C02305,0,1,49.9,1.1,1,0,monthly
C02306,1,0,60.0,2.8,0,2,monthly
C02307,1,1,56.6,3.8,1,1,annual
C02308,0,0,60.0,1.3,1,1,monthly
C02309,1,1,60.0,5.9,1,0,monthly
C02310,1,0,57.0,1.4,1,1,monthly
C02311,1,0,60.0,3.7,1,1,monthly
C02312,1,0,60.0,1.2,1,2,monthly
C02313,1,0,60.0,3.3,1,2,monthly
C02314,0,1,60.0,5.4,0,1,monthly
C02315,1,1,60.0,1.6,1,0,monthly
C02316,1,0,60.0,2.4,1,1,monthly
C02317,1,0,60.0,3.4,0,0,monthly
C02318,1,1,58.4,3.5,1,1,monthly
C02319,0,1,60.0,5.3,1,1,annual
C02320,1,0,60.0,0.8,0,1,monthly
C02321,1,1,60.0,2.4,1,0,annual
C02322,0,0,60.0,1.2,0,1,monthly
C02323,0,1,60.0,1.7,0,0,monthly
C02324,0,1,60.0,1.5,1,0,annual
C02325,0,0,59.1,2.5,1,0,monthly
C02326,1,0,60.0,1.6,1,0,monthly
C02327,1,0,60.0,2.0,0,0,monthly
C02328,1,1,60.0,2.2,1,1,annual
C02329,1,0,60.0,3.2,0,1,monthly
C02330,1,1,60.0,3.4,1,0,monthly
C02331,0,0,60.0,2.8,1,1,monthly
C02332,1,1,60.0,2.4,1,1,monthly
C02333,1,0,60.0,4.9,0,2,monthly
C02334,1,1,60.0,1.4,1,1,monthly
C02335,1,0,53.7,4.2,1,2,annual
C02336,0,0,60.0,0.7,0,0,annual
C02337,0,1,42.2,2.1,0,1,monthly
C02338,1,1,51.2,3.5,1,2,annual
C02339,0,0,60.0,2.0,1,2,monthly
C02340,1,1,60.0,4.4,0,0,annual
C02341,1,0,60.0,3.0,0,0,monthly
C02342,1,1,60.0,3.5,1,1,annual
C02343,1,1,60.0,4.2,0,2,monthly
C02344,1,1,60.0,3.4,1,0,annual
C02345,0,1,60.0,6.9,0,0,annual
C02346,1,0,60.0,1.9,1,0,monthly
C02347,0,0,60.0,1.8,1,0,monthly
C02348,1,1,60.0,4.4,1,1,annual
C02349,0,1,60.0,1.1,1,1,monthly
C02350,0,0,60.0,2.1,0,1,annual
C02351,0,1,60.0,0.7,0,0,annual
C02352,1,0,48.3,7.1,0,0,annual
C02353,0,0,60.0,2.7,1,2,monthly
C02354,1,0,60.0,0.9,1,2,monthly
